element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Eu,-1.1011353,-0.31413922,-0.32363725,0.012728311,-0.5269268,0.64045286,-0.055174723,-0.090208314,-0.84327066,-0.31626692,-0.69668895,0.6174635,0.457949,-1.1323744,0.4667921,0.70434403,-0.94549686,0.09485704,0.15024908,-0.95006263,-0.1607938,0.6465279,-0.19421174,0.15051484,-0.9599407,0.10190045,-1.6383207,0.2946477,-0.67717177,0.46834865,-0.0231344,-0.8134859,-0.70917773,-0.80025965,1.8195263,0.25204387,0.32699364,0.05339037,-0.058805782,-0.529792,0.8983744,-0.6141894,-0.17885363,0.51967555,-0.6733623,0.11222768,-0.19177656,1.2004122,-0.3595864,0.47747153,-0.8944457,-0.36378655,-0.23332894,-0.06890391,1.112223,0.43567458,-0.091020495,-0.2338136,-0.12498056,0.5237227,-2.0779362,-0.7753173,-0.6482635,0.20400642,0.67245686,0.5299,0.92502594,0.054901365,0.0649304,0.06164029,1.365717,-2.2800138,0.30329892,0.21827598,0.6822568,-0.13900624,0.04546786,0.58623356,0.47198644,-0.4323956,-0.053662796,-0.7272769,0.62758857,1.3327426,0.96273947,0.5051673,-0.89176893,-0.33151492,0.24339055,-2.0078037,0.5462251,-1.7655058,0.018719742,-1.1727518,0.88785905,3.45947,-0.35096958,1.1591957,-0.7778877,0.16721684
Gd,-1.2581463,0.56494856,0.31685612,1.4423021,-1.1633947,0.14880453,0.20066164,-0.053142276,-2.1546526,-1.3766038,0.22810772,1.9024042,-1.2082585,-0.4708651,-1.4187992,-1.8317251,-0.95617807,0.6919114,1.7052227,1.00239,0.7917091,-0.24005874,-0.23813222,0.050569773,0.1911751,0.092565484,1.2229575,1.2320737,1.0488167,-0.5883984,-1.0351582,-0.112072356,-1.7129673,-1.2140993,0.35931265,0.045266315,0.1451929,-2.580336,-0.21036536,0.19066611,0.3813569,0.33845273,-0.3928025,0.6685995,1.17938,-1.1251048,-0.112483785,-0.86685103,-0.3538179,2.5333018,1.2842531,0.45927835,-1.1706136,0.71269286,-1.3495517,0.1725785,0.4761276,0.47480893,1.1633105,-2.1845167,2.7090313,-0.11625522,-0.1641567,-0.15880503,0.33873826,-0.38788706,-0.8476114,3.0803483,1.0624243,-2.0006557,1.7502854,-1.0634412,-0.5731295,0.31554106,0.22976527,-0.2424246,0.07448813,-1.1078515,0.032998938,0.84022033,-0.809945,-0.21603236,0.09529771,0.87425536,-0.005042936,-0.8818194,-0.5599564,0.50593436,1.4219811,0.19891201,0.022873802,-0.1440217,0.6897322,-0.23994598,-0.57809955,-0.93235695,-0.7723144,-1.0042768,-0.81417567,-0.4649843
Tb,-0.73778313,1.239552,0.6174289,0.9523188,-0.60195833,0.013801702,0.5963842,-0.81549776,-0.8127894,-0.82519686,-0.37644997,-1.3493007,0.15324529,-0.97338194,-0.5159433,-0.9047867,-0.3400002,-1.3656044,-0.9517127,0.8696145,-0.27362332,-0.19230984,-1.0275089,0.28510138,-0.6432449,-0.3311559,0.71486735,-0.8172695,0.46439978,0.47565195,-0.07643516,0.41307297,-1.0734415,-1.2008355,-0.2071768,-1.2155799,0.7216859,0.6737573,-2.4700556,-0.8230637,2.007369,1.329407,3.359981,1.4936208,0.30835518,-0.47425583,-0.8166164,-0.6300114,0.9446153,-0.3172183,-0.20056006,-2.0944002,-0.18436149,0.75016534,1.0208778,0.41915575,1.5922337,0.61041373,0.7402051,0.45171306,-0.083173536,1.5084677,0.11759902,-0.029535357,0.45145094,-0.49595612,2.228824,1.1978313,-0.43593442,-0.23863398,-1.1122694,-0.09345526,0.35935172,-0.96858734,2.0064747,-1.8779192,0.4873171,1.9298396,-0.05973004,0.39674327,-1.003011,0.27577645,-0.87023354,-0.47194934,0.9281382,-1.0836159,-0.23402062,1.625062,-2.0149803,1.3483082,-0.74398106,0.8189407,-1.6917752,0.00872036,-0.13653705,1.9692941,-1.3729674,0.74430054,0.83473366,-0.3818689
Dy,-0.3389683,-0.3428241,-0.23673312,0.051388122,1.3191462,0.80143553,-0.82763124,0.40654087,-0.15256862,-0.022186087,-0.058653828,-0.73161477,0.3626874,-0.76249737,-1.3399253,0.22766283,-0.51297545,-1.6268752,0.9885757,0.24131604,0.606811,-0.029051593,0.30291724,-0.51301146,0.8403328,1.4663233,-1.0211895,-1.6299863,0.09321655,-0.4789475,0.42373437,-0.91710085,1.1468341,1.5248231,-0.0998744,1.0588746,-0.35453427,-0.05231309,-0.16852261,-1.6622057,0.5117084,-0.56582713,1.6217264,0.78959644,-0.76771456,0.89760005,-2.2397716,-0.12309196,0.19116217,0.091291636,2.4815102,2.545105,-1.7417811,-1.8115896,-0.50991535,0.64157563,1.4134558,0.45663834,-0.57369417,0.33503082,-0.5402441,0.13504355,0.7511575,0.89126575,2.517921,-1.2890335,-0.48897362,1.7935013,-0.20344995,-0.53797877,-1.4884361,-0.69522995,-1.417148,-0.40594357,-1.4960533,0.16543286,-0.6084106,-0.7300393,1.0318865,-0.8337266,1.5621374,0.20192637,0.8422308,-1.22296,-0.65828365,0.62797034,0.72051984,-0.3623232,0.58856726,1.4192508,-1.0737759,-1.1993386,0.38480642,2.1398556,0.96861213,0.5982338,0.8346628,1.6676738,-0.9931036,0.57023954
Ho,-0.40921468,0.644815,-0.12066367,0.4092512,0.7993509,0.33447427,-0.023891652,-1.8111224,0.6368179,-1.9357893,-0.7766444,-1.9334149,0.5387498,0.78857845,-1.2685707,1.6411395,-0.22562855,-0.90061444,-0.9841522,-0.97993094,0.15604326,-0.53232145,-0.049853463,-0.1498468,0.95731586,-0.5081497,1.1433425,0.5129127,-0.24079043,-0.21127477,-1.5849156,-1.7838084,-0.29022163,-1.1632675,1.1777575,-0.6980119,0.09263689,-2.0398045,0.11187361,-0.35262072,-0.11872267,0.76133794,0.23348293,0.12788613,-0.4128647,-0.65181893,-0.16251509,0.30699933,0.24607643,0.102087855,-0.23040369,-0.07617768,1.0521747,-0.8640899,-0.31956118,-0.62195075,-0.5881128,1.1247705,-0.8973473,0.4948073,-0.3314097,1.6256937,-0.6221149,1.0316728,1.8423978,0.79401344,0.4996274,-0.4071933,0.8424625,0.044740863,0.48302436,0.111110985,-0.7582565,1.5281806,-1.720333,2.2111464,3.2548695,-1.3978239,-0.2267672,0.11069748,-0.40605375,-1.3275707,-0.35448924,0.21816236,0.14154077,0.664586,1.453418,1.081466,-0.5898418,-0.8897945,0.59739393,-0.54923475,-0.95685554,2.2914908,-0.35949025,0.3314555,-0.7694855,-1.0401675,-0.6769789,-0.8583047
Er,-0.9877636,-0.44810906,-0.18208882,-0.66403437,-0.8601286,1.000187,-0.290389,-0.4072815,0.45006067,-0.32564926,0.04751431,0.84459925,-0.18176009,0.1637717,-0.1890757,0.09852604,-0.0028682253,0.017221546,1.5274551,-0.9069483,-0.016837135,-1.2447693,0.016825119,0.43779793,0.5497415,-0.6966629,-0.69176453,1.0341002,0.4174497,-0.3478752,-0.8818352,-2.1767805,-0.16529357,-0.9246631,1.0466151,0.6023704,0.7856099,-0.50648695,0.575856,-0.7669094,-0.6178105,-0.65609455,1.4870282,-0.6008598,0.6440493,1.5056428,0.8642299,-0.17655614,1.0473328,-0.42698944,-0.7992404,-0.86272925,0.47481543,0.6586129,-0.26049206,0.90521723,0.087313466,-1.2062569,-0.5317365,-0.6652396,-0.3521169,-0.2656894,1.9372832,-1.8088888,2.9633484,1.7214217,0.35584223,-1.2039852,0.19460754,-0.6342371,-1.8567741,-1.7089583,-0.34578076,-0.4797488,-0.2667607,0.6601077,-1.9589344,-2.395968,-1.7272829,0.028850269,-0.85023785,-0.8506637,0.10198772,-0.96550775,0.6666946,0.56349826,1.4234717,0.12587845,0.36001024,-2.4068859,-0.98936623,2.1051824,-0.439934,-0.624612,-1.3926754,0.42393622,-0.34401748,-0.6643891,1.339807,-0.83881253
Tm,-1.1131912,-0.38146976,-0.808906,0.54505616,0.27784577,0.52501774,0.7084587,0.2548121,-0.24518442,-0.40076914,1.7155133,-0.062909745,-1.1179855,2.0247915,-0.5015785,-0.8146555,-0.066389136,0.35601926,-0.61533165,-0.2845781,0.43848267,-2.323895,0.8160805,-0.17565376,0.75198793,-0.20680767,0.70640785,-0.67181927,0.12391294,0.25865242,-0.99413574,-1.1779937,-0.13915545,-0.16853915,-0.72520405,1.7515228,-0.023733629,1.0468061,-0.5624188,0.39255103,-0.69788224,1.7918195,-0.45699167,0.092982866,-0.4974242,0.30785793,-0.43445566,-0.7703784,-0.049106766,0.8772049,1.2909191,0.3110839,1.5260311,0.35372344,0.0038450772,0.20556891,-0.07219584,1.2052532,-0.9993317,0.4418402,-1.9598069,-1.9302086,0.6485874,0.39829236,-1.2555041,-1.4190896,0.4816352,-1.5310214,0.21025884,-0.14926781,1.3832514,-0.71731585,-1.2153509,0.1286905,-0.6840802,-1.6601882,-0.0035724135,-0.5231151,0.34497833,-0.4239674,0.56005436,1.8806515,-1.2589829,-2.0613835,1.3417537,-2.4598765,-0.780778,-0.45703262,-1.9400789,-0.48479512,-0.08077291,-0.15809526,1.9867244,1.4408551,1.1236786,-0.14426544,-1.0254833,-2.1467562,1.3094312,0.9495013
Yb,-0.46417552,-1.0431826,-0.9398442,-0.4751452,0.051979776,-0.20617004,-0.43078837,-0.42042154,-1.9022287,-0.45410925,2.4868424,0.6512053,0.24742652,-0.041827153,-0.42988318,-0.15856995,0.7824542,0.73495483,-1.0143254,0.6679368,-0.14537795,-0.7085536,0.022850253,2.41645,-0.70765203,-2.0010066,-0.09317552,-0.83065945,-1.5694103,0.3499338,-0.027006678,-0.94633687,0.96764165,-2.6535008,-0.3376618,1.49641,0.26917806,1.5789255,0.06168019,-1.4505823,0.036615968,0.28131562,1.3250971,0.9220927,0.3737255,-0.9294409,-0.18175578,1.3383936,-2.2271893,1.3200767,-0.52649766,0.3634919,1.1786361,-0.11475351,-1.3023158,-1.127959,0.1128143,-0.48171768,-0.9260531,-0.34542322,0.654764,-0.13689508,-0.26020852,1.7922252,-0.3125684,-0.27785438,-0.7328477,-0.036690317,-0.36100173,2.6502836,-1.7890625,-1.8433615,0.26018015,-0.53406113,-0.65822035,-1.3705466,0.31838712,-0.9442839,0.25515693,-0.9194663,-0.4010611,-0.8053044,-0.3795885,0.98779047,-0.12946305,1.6223649,-0.7417401,0.2848412,0.7276338,0.5711041,1.5530592,-0.87319833,0.040847998,-1.1108787,-0.58665943,-2.5625453,-0.8088873,2.1492462,-0.019325789,-0.76599073
Lu,0.4284862,-0.021240748,-0.75898355,-0.38910908,0.73379093,0.14330928,-0.88229984,1.353371,0.95152825,0.180946,0.5401679,0.09750782,0.5797508,-0.92594516,-1.1032816,-0.7120459,-0.93473494,-0.6654069,-1.1038389,-1.3236268,0.023998372,-1.3030663,0.7874256,0.039029904,-0.35519618,0.5610494,-0.22639765,-1.5188305,0.1034981,0.0015577773,-0.43360808,-0.014386315,0.47822705,-0.09954481,0.08891354,0.4239252,0.3907625,-0.37196922,-1.4184861,0.2477777,-1.7280673,-0.2825364,-0.81836104,0.17667876,-0.33932695,0.7694915,-0.68905145,-0.19702975,0.99771434,0.92027503,0.013507728,-0.6430573,-0.4665078,1.4905736,1.0249631,0.8405719,-2.2583935,-1.6790667,1.1670539,1.7085245,0.44191232,-1.3586723,-2.064449,-0.91756827,0.8428971,-0.09497361,-0.28278255,0.98379886,0.6786315,0.13167265,0.49051863,0.2425221,0.5672563,-0.99518454,1.4369733,-0.15219828,0.8222907,0.36946598,1.0170852,-1.0649374,-0.024611002,-1.1750176,0.27864462,0.09628892,0.6324122,3.2006876,-2.569879,-0.13816208,0.2374945,0.41521496,-1.935677,-0.3003029,0.35274675,0.88064885,-2.4165032,-1.3621968,-2.0423996,-0.6073329,-0.969596,-0.339854
Hf,-0.6825867,0.73882204,-0.20906511,0.8027468,0.22339587,-0.5946251,0.22873534,-0.7675679,0.49913368,0.16463639,-0.2649106,-1.7627616,0.8743678,-0.63417083,1.1694021,-1.1532644,-0.217448,0.72209644,0.39199644,-0.84173536,-0.81781095,-0.42443192,-0.37468016,0.991464,2.3709385,-0.04417346,-0.88123465,0.32391784,0.9385384,-0.08479353,-1.0534953,1.2079331,-0.047301676,-0.4126968,0.11934681,-1.8801008,0.94839,-0.4847976,0.11010236,-1.701153,-0.20204896,3.9279845,-0.8129669,0.74406093,0.1814122,-0.44962886,-0.38692454,-0.23049071,-0.07915829,0.28107014,0.14949584,0.5008396,-0.5627658,1.1864374,1.3640453,0.8318368,-0.005908562,-0.51091194,0.99124986,-0.4067464,-1.4472208,1.3449326,-1.346834,0.16996717,-1.2320118,1.592348,-0.057724517,0.6221265,0.19675481,0.29816937,-1.111519,1.303166,-0.041811716,-0.854386,-2.2607985,-0.39977276,-0.13098978,-1.7477667,2.100254,-0.15010786,0.9056968,-0.5211484,-0.65993196,-0.11654986,-0.8031333,-0.48593143,-0.82454365,-1.4286777,-0.00929075,-0.6160894,2.132275,1.1717747,-0.37207714,0.26027724,0.93977094,-1.3790442,1.3915737,0.6746648,-0.6795462,-1.0735998
Ta,-0.10153014,0.19720666,0.8821365,0.547663,0.5717938,-1.7251979,-0.59690595,0.8553877,-1.2082847,-0.04313987,1.3908312,-1.2739717,1.2575276,-0.8471523,0.46802467,0.26416466,0.8203181,0.47279206,-0.6614358,1.0234419,-0.6537802,-2.4421804,1.7734823,0.17000994,1.4919497,-1.3215716,0.091893315,1.0726217,0.91724896,-0.654684,-0.78193253,-0.91485184,-0.056098755,1.4857365,-0.3210684,-1.8032359,0.5107699,0.41956162,0.62916046,1.1100936,0.970915,0.6030839,-0.25838348,-0.17555323,-0.010824965,-0.6117073,0.7394048,-0.92984456,0.6437813,-0.020894358,0.50055647,-0.17166646,-0.07296563,1.9142433,0.012923366,1.1763551,-1.3373032,-0.011258448,0.19456168,-0.25921056,0.13797945,-0.48927367,1.3035451,0.47128248,-0.7120268,1.4069979,-0.09588916,-1.3163358,-0.7459686,-0.3689554,-0.6961629,1.3909689,-1.9424948,-0.057736244,-1.0938381,-0.47640723,-1.1136633,1.0902072,-1.0202513,-1.831869,-0.8239657,-0.16227368,-0.3678572,0.58788013,-0.9974194,1.0399754,1.5842612,-0.6050448,-0.21121119,0.58555335,-2.2081306,-2.0553863,-0.8330845,-1.2960564,-0.8865956,0.49324727,-0.37246937,0.6758976,-0.9891647,-0.45678198
W,0.8716281,-0.18597794,-0.26441947,-1.3828304,-0.41094238,0.051839873,-0.16351691,1.1702611,0.84481055,-1.607081,0.4654285,-0.8299487,-0.57689786,0.09425613,0.07540062,-0.42332527,-0.9524434,0.98747253,0.57992375,1.1760656,-1.9294658,0.3306994,-1.8705317,0.56471664,-0.398623,1.0317677,0.859411,0.1467256,0.2829679,-0.77869993,-0.31513736,0.044347793,-0.8264779,0.83584625,-0.8376443,-0.5784424,0.22662893,0.344372,0.49915117,-0.85920864,0.57199484,0.92007273,2.2506382,-1.6305778,0.5077654,0.21161073,0.8394514,0.73582786,-0.35480297,-0.90482074,-0.76681125,0.5791735,0.2174361,0.43177113,-0.63465226,1.7708528,0.23273104,1.3600005,-0.029855445,1.290879,-0.55927557,-1.2392901,-1.044136,1.3141798,-0.25309616,0.25871396,-2.2016654,-1.3477618,-1.2521406,-2.1102996,1.1860892,-0.8174566,-0.08197153,-0.6243946,0.26779965,-2.0628586,-0.8942423,-0.018425085,-0.57355726,0.63929653,-0.03482252,-0.7184709,-0.15838565,0.78989995,2.0224886,1.4346157,-0.30491668,-1.2764066,1.1683139,-0.10012319,1.7776891,0.36343703,0.28942496,1.5677563,-2.3688796,0.9155369,1.0374601,0.78168935,-0.34821936,2.2338734
Re,-0.86672395,-0.9039503,0.014106693,-0.41055155,0.35517898,0.05898136,0.40978107,0.73092484,1.2136035,-2.139329,-0.72974384,-0.2600226,1.1061074,-0.8392444,-1.8995785,0.96888816,0.65129334,0.7725033,0.5335552,1.071887,-0.06726858,0.20878083,0.43965417,-0.22962661,0.35627338,0.35798237,1.5250487,1.3433602,-0.60444707,-1.4488529,-1.4133079,-0.13894749,1.608529,-0.021030735,-0.23942348,1.091282,-1.37011,-0.70882094,1.3183225,-1.450295,1.0978537,0.029622138,-0.67518985,-1.2015945,3.595243,0.17838478,-0.056850385,-1.5063077,0.49699038,-0.6694637,0.210723,-0.47493243,0.118553266,0.9362676,0.7680192,-1.9067518,0.28414634,-0.67982125,-0.8979986,-0.29766354,-0.10560747,-0.30195254,0.692931,-2.136103,0.65836036,-0.6072944,1.4972064,-1.1405057,-1.6460165,1.665959,0.96343815,0.26834366,-0.28573883,0.05920588,1.6965035,-1.2139647,1.066563,0.2836158,0.76309484,0.28596902,1.3390149,-0.9962434,0.5821784,1.4702988,-0.5453837,-0.19699562,-0.7228785,-0.6892762,-0.2523575,1.2367473,1.6361805,-1.090708,0.5255419,0.86108434,0.057558764,0.6526637,0.30250335,-0.2843817,0.13784963,-0.28996083
Os,-1.4829397,-1.6232562,-1.428579,0.05842962,-0.10616331,-1.0439466,2.2818484,-0.52536666,0.47482207,1.7550427,-0.14779612,0.38800827,0.43317047,1.8571324,-0.7731088,0.01770079,-0.5073027,-1.0609099,0.66695124,-0.5132912,-0.03622347,1.4518327,2.3632433,-0.010655347,0.7988872,-0.01919508,-0.8428664,0.5974435,-0.7923701,-0.29350835,0.21535498,0.7697908,-0.2723207,-0.6134499,-2.6086648,-0.76450264,0.96302545,-0.026273984,-1.8706757,1.2241895,0.6305845,0.41760394,0.20974408,0.3920243,0.10160978,-1.4497057,0.0057211807,-2.25569,0.41977823,0.9682841,0.41566086,-1.6331556,-0.73468256,-0.26412788,0.112325236,-0.28795516,0.05014636,-0.84187657,0.0074312054,0.28674868,-1.8270844,-2.0572011,-0.81863236,0.58845186,1.1335069,-0.45868862,0.73292243,-0.004027819,-0.88374186,-1.174016,0.88371575,-0.882192,-0.2914435,0.19162281,0.39027375,1.0343083,0.32806218,1.2111851,-0.93139607,1.2731947,0.35669032,-1.9582906,-0.6898786,-0.7244727,-0.08007799,0.436403,-0.22665614,-1.1874266,1.2278422,0.5968945,-0.10943747,-0.6145831,-1.9922203,-0.3552067,-0.84800905,-0.8449862,1.6242654,0.18291266,-1.1799362,0.9701038
Ir,0.9430312,0.38181037,-0.060623012,-1.2691445,0.51038593,0.005967599,0.940562,-1.3959622,-0.7195914,-0.48484173,1.0428746,0.02364873,-0.36875397,-0.75070417,0.4773732,-0.41063932,0.8102393,-1.044003,-0.0011122385,-1.4381553,0.34097943,-0.09030839,0.4088515,-0.286765,-1.2192048,1.303563,2.2576258,0.8381378,-0.56754804,-0.59009236,-1.0751967,0.6110682,1.2595344,-0.40429458,1.063849,0.52809924,-0.46558765,2.264011,-0.6556838,-0.6956227,2.1550403,-1.447928,-2.5777695,0.40725777,0.5734561,1.6663792,-0.0708493,-1.6114075,-1.5653901,1.1202615,0.7877603,-2.0331755,-0.21299535,-1.0068907,0.30774704,1.8364556,-0.8274626,1.2727058,1.6324458,-0.5419591,0.78646815,-0.9392855,-0.47636086,0.81423837,-1.6305579,1.4327239,0.37146044,-1.5542262,1.4976288,-0.7897903,-1.1739459,-0.25176412,-1.0143176,0.1945144,-0.8903444,0.6759307,0.34629115,1.29112,-0.069394775,1.8661298,0.7632504,0.39592895,0.5186172,0.5868219,0.63088423,0.8844355,0.13106042,0.57574546,0.20705628,-0.73244774,1.1806438,0.7355869,-0.23468123,1.3965253,0.63626415,0.5674515,-0.93682563,0.96254253,-0.5576389,-0.99135906
Pt,1.7466296,-1.20464,-0.6996903,0.29270822,-1.1724693,-0.6249089,-0.033261005,-0.13542902,-1.5946683,-0.0155121805,-1.8639486,0.50482094,-0.96509945,-0.041940738,0.5649158,-0.21732534,1.2882581,0.034878228,-0.5360024,0.7560712,0.30637455,-0.90005374,-0.81992066,0.13778697,0.515087,-0.093288496,-1.1774963,-0.7025152,0.526589,0.08566637,-1.5858481,0.86594146,-0.2964571,-0.050078955,1.1917727,0.14723252,-0.16766423,1.2102884,-0.015309508,-0.26273778,0.5491643,0.89233834,-0.13501431,0.4109094,-0.35792872,1.4287043,-0.3378585,-0.4730328,2.0873332,0.8426918,0.37305132,-1.0214057,0.71208227,-0.8157489,0.29096055,-0.9936945,1.4396236,0.966435,-0.67028916,0.093996435,0.22435513,0.35202205,0.61588085,-0.39248115,-0.26384363,-2.0671828,0.70902675,-1.4309883,-1.0432916,-0.5783934,2.7429185,-0.14641593,2.4202795,-1.361085,-0.7831308,2.2582784,-0.49579772,-0.96473247,-0.7593234,-0.27360544,-0.50002086,-0.5110759,1.6461878,-0.70073056,-1.176536,1.3169472,-0.0044753095,-1.7205033,-1.1303803,1.1494793,0.11757698,0.52311814,0.15949893,0.4260941,0.14967118,-1.2899727,-1.5895021,2.6681902,0.13151431,-0.23187362
Au,1.1916299,2.3551683,-0.66328067,0.83939725,0.84368926,-1.0127224,0.12571754,-0.9718531,0.046939176,-1.0117333,1.2612829,1.2801665,-0.22492057,1.4422112,-0.5924048,3.2477212,1.3291092,-0.26918823,-0.1647198,-0.6790147,1.0755515,0.585915,-0.06717923,0.39608204,0.6827158,0.21631563,-0.013973353,0.57965,0.5631943,0.32737687,-1.2416639,0.25933218,0.77679205,1.9018852,-0.4210758,-0.4953026,0.081311375,0.6998503,1.1583037,-0.8292445,0.18176796,0.21990697,-0.3780864,-0.33477956,1.9019644,-0.011494923,0.37473342,1.5140533,-0.14867108,0.767766,-0.666665,-0.30363306,0.06234157,-0.2235736,-1.7657852,0.8273152,0.32315126,0.10904473,0.49870402,1.8725324,-0.7034935,0.6434414,1.1532118,1.0437814,-0.10482783,-0.6945477,1.8812871,2.7523694,-0.26973018,-0.6967663,0.54393125,-0.9814561,2.2239795,-0.93004966,-1.2070235,-1.3124335,-1.3101721,1.5469363,-0.34857583,-0.40774843,-0.40589482,1.1730396,-0.5188302,1.1328596,0.26813525,-1.0898033,-0.31724072,-0.9482265,0.72723854,-1.2021836,-1.0648499,-0.8788327,-0.469346,0.18772343,-1.315971,-0.32631662,1.6435425,-0.26152664,0.19091949,-1.2506622
Hg,-0.7554462,-0.057119098,0.887841,0.005044856,-0.1531704,-0.019291874,-1.103863,-1.3128803,-0.5493336,0.9104649,-1.143707,0.19423133,0.77483016,0.32494566,1.5102018,-1.4467865,0.30064136,0.09934709,1.6330016,-0.8499803,-1.174346,-1.1143652,-0.093663454,-1.2418413,-0.5017083,-0.7105651,-1.0122249,1.5545735,-0.0266009,-1.540064,0.7473073,0.6110882,0.9277788,0.07666378,0.08427415,1.5213314,0.43503436,-1.3092362,0.6015274,0.53130406,0.13856,-0.104608014,-0.7616147,0.71513027,-0.42380172,-0.28970534,-0.1039624,-0.21128438,0.4902395,-1.5621145,1.8831203,-0.023947774,1.8230865,-0.56931174,0.5471124,0.6833803,0.20383854,1.2414289,0.5789224,1.3910148,-1.0173066,-0.22585738,-0.39109936,1.483068,-0.41219366,0.13663983,-1.788818,1.3289218,-0.7955655,-0.1576674,-0.86743534,-1.0705966,1.7529013,0.069856636,0.16809456,-0.9804579,1.5976901,-0.78105235,-1.5250615,-0.4709442,2.8547888,0.4643287,1.5716634,1.638828,2.5003808,-1.1935207,-0.6404151,-1.2499056,-0.97991633,-0.36168492,-0.15841413,0.113761246,-0.964833,-0.8242858,0.09386698,-0.5604737,-0.76524854,-1.1660868,-0.7023696,-0.47625318
Tl,0.9946301,1.4461185,-1.1491753,-0.74555355,-0.5299287,-1.3535707,0.58803105,-0.043193948,0.2451717,1.2802937,0.7111915,0.7014546,-0.6482726,0.5421237,-0.35579622,-0.349738,-0.9388323,0.5394546,0.46524996,-0.9737775,-0.7338705,0.31267047,-0.36984354,-0.03864237,0.9512976,-0.29046747,1.8725799,-0.21681376,-1.4077054,1.4818211,-0.20378633,0.28916976,-0.33396503,-0.3130445,0.105353765,0.51544744,-2.4486706,-0.7436378,-1.0036851,0.84135795,1.514301,-0.2572779,0.123198785,-0.5866889,-0.8956197,-1.4653126,-0.42743367,0.8217343,0.03126845,-0.17247467,0.45846707,-0.4831821,-1.1724238,1.1093764,0.319467,0.3125712,-1.0408971,0.31898388,0.28603336,-0.5431735,-2.03005,0.9872824,0.09435618,0.57877386,0.97796047,-1.1038094,-0.39939445,-0.6144102,-2.5302591,1.8290588,-0.49585083,1.1138023,0.26870108,0.40192312,1.250673,-0.31502354,0.1447786,-0.59207743,0.24446203,-1.0043883,-0.25220534,-1.6500183,0.8580794,0.9482466,-0.6469896,-1.2208401,0.5801651,-0.5636551,1.8093928,-1.1824038,-0.85629505,0.32988545,1.5132858,-0.50146264,1.9917656,-0.6806589,-1.1654443,-0.49590027,-1.1569436,-1.3776668
Pb,1.5141609,0.010926325,-1.166871,-0.096500576,-1.1446592,-0.9858276,-0.51295877,0.20076302,-1.2794343,1.2309004,-0.7012233,-0.15769272,0.4485083,0.8614382,0.3646726,-0.34584814,0.1398087,0.8083845,0.043588683,0.8073167,-0.09568896,-0.74398196,-0.4237986,-1.2278175,0.8303689,-1.0077302,-0.037086774,-1.2134938,-1.2742419,0.29890126,-0.86088836,0.29485813,0.6058317,1.0786991,-0.32188207,0.031767372,0.9133734,-0.66599417,0.018661985,-0.24037987,0.29417878,-0.01096823,0.93940943,0.29679602,0.76525646,0.6845339,-0.8395493,0.3049157,1.1706018,0.26141483,-0.792661,-0.9112432,2.0023537,-0.1926336,0.4452664,0.8079908,1.8830391,-0.1567296,0.6480177,-0.51425046,1.1628078,0.3238588,0.83195496,-1.1361941,-0.30775195,-1.0043428,-1.1981959,-0.08014464,-0.11899874,-0.7863091,-0.6223241,-1.09306,-1.1336535,0.5421757,0.32755828,-0.5004477,0.9384794,-0.45282176,1.3688854,0.42194894,-0.30731377,-1.3745625,-1.8017166,1.4505764,0.51099855,1.1030265,-1.0369861,0.740183,0.17747234,-0.6968453,-1.6076788,0.9284938,1.4355519,-0.25015226,1.9548796,0.6650542,0.83664,-0.9765464,-0.68393606,1.027217
Bi,0.63409173,0.86754966,2.9993947,-0.5340099,0.25456575,-2.5903063,-0.57211435,0.81468296,-0.7331386,0.2848696,1.4356349,-0.7578483,0.605615,1.0014229,-0.0042373445,-0.16657488,-1.7560652,-0.7040243,0.33208492,1.5991546,3.0786529,2.928533,-1.1976739,2.0231936,0.8588883,-1.8527477,-2.259672,-1.1730444,-1.3866296,-1.4386798,-0.2806984,-0.5606792,-0.6165052,0.22132938,1.1489518,0.15662965,-0.078517854,1.1834015,-0.409917,1.5942125,-1.5328252,-0.3300679,-1.4239886,-0.61576617,0.61878145,-0.1510752,0.8016761,-1.7878171,1.4801406,1.2312402,0.23675448,-0.86011523,0.25277382,-1.0848714,-0.94259423,-0.51048946,0.6630887,-0.9161993,-0.20294575,0.047195666,-0.65748936,0.63708717,-1.0318333,-0.46755052,-0.18604265,0.36072427,-1.3808911,0.37956348,-0.5868343,0.22081994,-1.0816858,0.34238112,0.21620515,1.1679174,0.11286184,-0.97149235,0.25866538,-0.19681476,1.0234259,0.0785266,0.50663954,-0.85063463,0.7173355,-0.5421185,1.0325258,-0.17777258,0.78857684,0.75529116,-0.8257791,-0.49414146,1.4652631,-0.30714518,-0.24358037,1.3952972,-0.98582727,0.76918,-0.21290319,-0.45521742,0.9725574,0.17295484
